tsne_1,tsne_2,tsne_3,id
-107.13169,-55.074497,-19.789982,179
-32.89106,32.307762,-49.517887,180
-1.8480457,-24.592299,-28.485886,183
-80.098236,-47.187386,25.023626,184
-22.897451,-37.668724,-8.600267,185
61.80486,-80.70957,-18.011393,186
-42.02857,-31.5953,34.437542,187
84.99162,19.662848,-4.7815285,188
19.96066,60.406437,8.545505,189
31.162148,-59.57251,-32.648483,190
-15.476362,-11.999408,36.24809,191
46.903255,-8.768599,15.298445,192
77.91652,55.886646,42.53017,193
71.733025,0.23604882,-21.887115,194
-58.477097,-18.720417,-45.77022,195
-86.35888,-7.4504414,-7.2855,196
-142.34476,37.198204,23.039825,197
59.987587,8.469214,3.5010557,198
11.651438,121.881004,-3.3240974,199
15.985704,13.474822,-39.083626,200
-104.34626,-24.712116,-8.681771,201
209.3856,70.58588,16.135872,202
-183.55383,214.31458,10.833637,203
-135.4894,-31.99664,12.955951,206
96.77469,-183.16963,-23.727013,207
125.53284,-0.66893184,-3.4269686,208
-99.95931,-15.762074,7.95959,209
7.1688466,-80.40465,-26.993176,210
101.36413,-63.948364,-15.317389,211
8.156052,-36.32586,42.15046,212
-30.88254,-38.36321,-7.3331037,213
94.09873,32.13723,-0.53864396,214
-63.428993,-48.460316,3.1486506,215
-57.309532,-25.66704,7.6900806,216
7.6408796,-53.446342,18.251602,218
51.984135,-74.40866,-41.423077,219
150.57297,-6.2934995,-34.869453,220
76.16778,-70.49541,-21.57652,221
-63.800636,-4.883586,43.133934,222
-106.34182,-41.305737,-14.297304,223
192.06805,39.085976,14.355365,224
79.59729,35.961575,-11.784912,225
8.227432,18.538498,-4.8038735,226
-105.66206,-9.6634445,1.7455736,227
13.144039,43.637157,-24.207441,228
54.23773,66.81014,-27.38077,229
17.148655,-80.15208,30.842487,230
76.5876,-18.752308,15.696882,231
72.991615,17.463541,-28.024172,232
39.363766,8.535407,35.12259,233
45.58055,40.407497,-0.53922004,234
-14.28267,-40.835983,11.14315,235
214.60306,-100.21137,122.27043,236
-1.4907844,15.333156,-31.039345,237
46.318085,-58.616997,19.095625,238
-16.710634,-53.86397,29.60921,239
5.295503,-15.69408,-7.238235,240
-24.219624,-19.181618,21.987463,241
-51.644836,-76.77827,46.19048,242
-63.234097,-49.75086,-1.8850269,243
7.361579,-61.220524,103.45103,244
5.277903,16.957075,-24.944899,245
-18.739845,-68.186775,7.454468,246
139.87761,-39.32462,-32.658504,247
83.52879,-69.51092,-33.47287,248
-0.4069557,-38.638596,19.31192,249
-11.877834,-70.64423,20.127724,250
44.857765,35.24159,-20.443405,251
13.813025,128.1171,11.764036,252
111.70163,19.543673,232.6024,253
-73.70174,-131.89676,65.26522,254
85.427,-55.74923,-17.126247,255
-28.533087,109.05175,12.282307,256
35.100773,-45.493717,-19.97776,257
-117.4308,44.2773,26.859875,258
-85.13158,-94.77942,2.9381611,259
-45.067253,15.1867895,50.211056,260
10.184083,-58.304367,-40.255127,261
-107.78214,144.76886,-5.2992764,262
-57.62685,5.8061533,32.840195,263
15.4748745,65.2336,24.543299,264
8.222684,-27.200752,17.373812,265
3.1059694,-7.677675,-27.156713,266
-70.26633,47.929058,-5.370772,267
58.99389,-5.8548613,-0.6602938,268
8.303529,-45.890324,-38.85071,269
175.19742,-5.8170342,-25.942242,270
28.55093,-66.316414,-25.964785,271
93.50107,13.567432,-12.644367,272
-38.34506,-113.68723,-1.5083389,273
84.87434,-51.309612,-28.540318,274
129.04951,38.903522,-36.95905,275
-18.039309,-63.64861,64.99817,276
0.29538712,7.1218677,-7.1360703,277
104.201775,-12.225331,-30.231853,278
190.32718,5.7128725,-0.30297092,279
8.704744,44.496014,-2.0994864,280
31.390358,-94.73998,-7.0670533,281
28.989576,41.404083,18.96843,282
-43.614094,65.93929,41.280766,283
-56.618046,29.972067,30.099627,284
85.66247,29.06728,-7.143583,285
-118.35574,11.481456,5.2588344,286
11.748359,75.86366,-9.268888,287
-87.97957,-18.42485,-22.08832,288
33.31419,-33.57969,-27.348295,289
-82.4878,24.374708,-9.987623,290
-128.73991,-26.577396,-12.651193,291
2.8918762,29.497295,-46.288563,292
-2.0490355,-91.274086,-31.664976,293
-4.2334766,28.279799,-40.488476,294
152.5264,-6.5608225,-23.167906,296
-3.5558753,-19.893982,-38.072617,297
145.7881,78.48087,118.63192,298
36.321922,-13.592872,60.12025,299
99.88717,95.8683,-14.118009,300
-41.382385,-40.87651,-47.674843,301
-58.18026,-62.92978,27.757717,303
-139.95522,39.721054,-6.2594986,304
-3.7964783,41.087105,-27.945732,305
-60.14944,19.351118,-30.094639,306
117.33443,9.787508,-25.53636,307
-24.036682,252.80553,80.724686,308
-72.47126,-31.554277,-10.577207,309
-52.313377,173.93329,-2.722187,310
-130.25414,55.557934,6.8591523,311
108.04355,-4.7126684,-35.890793,312
-146.79243,16.48018,-4.8352284,313
299.36533,29.390991,-69.17087,314
6.010882,-12.821123,21.417408,315
176.28891,-47.127533,-29.072239,316
74.59277,10.0809765,-40.22524,317
77.61329,-13.531385,-20.159788,318
-116.15947,-24.784184,-12.065075,319
125.81285,18.087103,-35.111217,320
-27.916449,36.4324,79.78386,321
-31.39056,4.879813,-4.5197625,322
-135.22095,-67.27162,-10.146674,323
-49.2562,-33.70014,-55.17836,324
59.09089,-20.5282,-22.532005,325
36.424465,18.103687,27.392893,326
167.31076,28.566597,-31.63812,327
129.94354,-26.2174,169.69781,328
7.929633,-27.931192,-28.655111,329
124.094795,-5.052254,0.41076759,330
65.13651,11.701975,26.95003,331
-6.998203,112.32756,-20.270487,332
80.18826,-31.306845,-31.769705,333
-8.730055,-56.484528,34.21075,334
51.00016,69.822105,-3.8781228,335
36.52208,-1.1884834,130.9427,336
58.364887,4.2677803,30.483181,337
84.00569,-14.108679,-19.242807,340
234.53058,67.71179,-7.864584,341
-40.626133,-43.439503,0.85368556,342
-117.643135,-73.064674,14.656961,344
161.3027,-43.312622,-36.52342,345
56.26502,-2.686793,-4.182376,346
63.476055,-17.88311,-38.151924,347
136.6204,82.71149,13.737997,349
-81.22591,-80.24616,-20.456127,350
114.425064,88.61559,-24.66816,351
98.99232,-2.2928953,-31.184168,352
163.36552,-17.354221,-30.246626,353
-67.81173,-19.567682,-17.948046,354
-127.556946,-3.5091004,1.0477884,355
13.421006,-59.54959,-32.360863,356
-130.74394,51.53605,2.054042,357
29.051456,78.21998,-11.762062,358
-29.094078,-37.203297,21.037092,360
-35.44334,89.35561,-20.903788,361
14.267005,17.309753,-38.38137,362
-28.473478,-52.464798,10.122032,363
65.43283,61.865936,31.471062,364
-87.499825,0.46596307,-7.987543,365
-11.84306,103.61955,2.365561,366
165.95792,30.672747,-26.468933,367
-96.66839,-86.23087,-6.972069,368
211.3599,11.550728,-33.85201,369
71.01102,35.97342,-14.978446,370
21.176386,-14.15984,26.921635,371
55.160236,-6.1272535,0.87361306,372
89.37681,91.281525,-14.515946,373
92.6603,95.59251,13.257547,374
193.67883,25.56177,-43.225365,375
117.0105,-14.266572,14.051625,376
-51.537357,109.85784,-14.637832,377
-76.388145,86.48496,-1.3120732,378
-83.07938,5.882458,27.558496,379
44.230965,-80.198616,-31.915037,380
66.624084,-6.137835,-24.733564,381
-146.79802,-126.77082,82.52952,382
-77.12563,-6.3233724,6.1122746,383
24.858368,-10.169851,-35.430954,384
-14.011914,-100.676636,4.1057963,385
-33.84495,-117.54749,-9.223289,386
47.303356,-5.0578527,81.74364,387
108.80499,-16.084118,-6.5891232,388
124.80465,-57.748215,76.02764,391
59.249775,-19.529001,-29.541,392
33.07234,16.43143,32.034023,393
-144.07254,-70.57137,-8.649204,394
-38.39663,-78.079575,14.494197,395
104.824066,51.468887,-33.741547,397
-157.13528,-8.612495,2.1224573,398
112.29145,-39.15547,-39.952908,399
33.11137,-52.4114,43.33346,400
18.370523,63.39876,36.523907,401
-78.15741,-38.482056,41.605907,402
165.50693,-15.548902,-25.812057,403
0.90117705,21.041824,-39.05024,454
92.4971,-67.992226,23.681707,455
-71.64666,-5.0295796,1.6988851,490
188.32237,31.281977,2.0660672,542
157.04926,8.197163,-28.167738,543
222.28214,-60.59226,-51.70314,544
-80.40162,-62.255405,2.9899616,545
-6.9357567,-66.589554,5.9016843,546
61.5661,34.270393,-22.502218,547
63.672935,91.31905,85.849075,551
96.70962,-4.813285,-1.6043305,552
121.28536,-13.942206,9.540917,553
100.90976,32.696167,-20.930233,556
-6.8879285,83.912674,-21.659992,557
22.147966,236.19734,-0.26201487,558
114.131615,-6.6183143,-19.381752,563
-13.665954,113.09452,5.5574555,567
-5.3726444,51.314056,59.118965,574
8.199248,-9.451803,180.01083,580
-67.28426,-58.987007,-10.90172,581
-100.54786,-29.64361,8.218537,582
-73.49977,49.790874,33.864754,583
-67.84747,43.302143,-12.662385,584
-109.9999,-20.215382,-1.0128007,585
1.8809699,8.720571,-18.736057,587
-114.3016,16.075293,-11.994686,592
80.09421,-24.561283,7.366655,596
-79.68395,-53.960796,11.7172,597
5.167617,61.53212,68.44956,601
-93.92152,138.55644,-7.137493,609
-68.02763,24.118874,-30.736965,613
-71.506935,38.87911,-13.558851,616
13.649285,77.06727,-23.47793,617
-73.57834,-41.653664,18.221275,618
-127.025444,-29.082159,13.964553,619
43.448708,0.6977067,19.625723,622
64.80595,26.922321,-17.546528,623
66.26935,216.12804,7.811815,624
90.277405,-44.272057,-16.704096,625
-39.085133,-56.700256,23.782974,626
191.55853,-0.8582227,-5.5352163,627
-74.84126,56.791893,3.2204738,628
81.281555,51.50608,42.479027,629
29.982576,-47.78611,-18.036219,630
62.294758,30.346321,-9.451228,631
171.32974,26.313028,-38.705666,632
43.16112,2.9326024,7.891282,633
69.34419,-32.82866,-9.189534,634
31.660675,50.690014,75.57979,635
181.7032,11.512401,-19.71753,636
153.09587,45.59762,71.78606,637
108.47408,-7.840917,-28.759325,638
58.965214,15.719547,-2.1680045,639
85.04845,0.86111313,-20.431767,640
25.311417,-94.614105,5.36372,641
160.12924,54.179264,-34.642376,642
185.86371,-51.459354,5.592468,643
164.40912,46.033432,-31.303276,644
54.315735,-32.397243,-35.093143,645
55.602005,90.08953,-7.7858486,646
12.032504,-30.100231,38.769585,647
-5.7929654,-3.2668607,22.963234,648
83.025856,73.91641,13.433651,649
-3.9386523,43.49814,66.32512,650
-66.87871,-59.886974,11.777315,651
216.12738,44.221302,33.46823,652
-46.763226,76.162674,30.450212,653
66.91799,5.650989,-20.991264,654
37.94251,-63.468124,20.674852,655
179.01639,-26.668165,107.05351,656
27.725422,-51.09558,-8.763293,657
9.252446,-28.7041,29.241135,658
-127.15141,-42.66603,-3.2027466,659
-104.62119,60.97505,-8.2133665,660
-73.80627,50.586063,28.471275,661
-109.57798,49.754246,15.272704,662
14.808378,94.41373,27.044855,663
62.68021,25.183367,4.4753013,664
-115.42306,-37.70722,-15.065822,665
-47.59063,78.51863,-19.437561,666
-116.836105,1.2235616,22.921835,667
1.0526729,85.81945,9.10682,668
-114.378136,83.91073,5.4700265,669
-34.960915,-28.146265,-20.080008,670
-104.00514,5.6095486,-21.060358,671
-106.95538,-42.63659,-19.713923,672
-130.14404,-93.76584,-4.0916033,673
-61.98955,19.976795,2.4247715,674
-46.674274,-32.654022,-34.69766,675
-83.371826,13.419574,-20.965723,676
-122.93362,38.70296,-0.19727026,677
19.254442,131.36111,-11.9739275,678
-144.2461,-82.31337,0.5347752,679
-68.5025,-13.001908,3.7157247,680
-135.31596,-40.645763,-3.5467634,681
-24.457308,98.48035,10.847977,682
-125.52242,-37.686295,-14.341393,683
-93.08896,8.153902,-21.80758,684
-16.687515,-36.15678,-48.678116,685
-134.07582,17.105068,9.553216,686
-130.07513,17.535862,19.649796,687
-68.93695,-50.883003,-19.188248,688
21.426077,32.91701,-19.264114,912
67.99352,-45.986076,-8.522992,913
-106.91144,29.81567,-19.293545,914
113.881905,-9.058107,-40.646835,915
133.82933,-53.366062,67.44228,916
6.985987,-75.52385,9.972969,917
134.58842,11.251403,-14.304688,918
-136.73683,-25.297737,-6.356147,919
-9.977602,-49.136993,-1.5718155,920
48.532192,-7.655792,-30.987741,921
35.09945,-50.389645,-44.045765,922
-92.87874,-12.521842,17.041178,923
0.995001,-37.677486,-8.439269,924
-16.170832,-13.06634,-3.9761226,925
-88.235535,-59.704784,15.066742,926
-84.91654,-67.83755,8.716256,927
7.3407674,121.97427,-1.820556,928
53.76789,35.44383,-27.147875,929
6.0720134,12.732211,-34.465534,930
-23.524263,137.28894,-9.010068,931
59.196316,26.137194,-10.80988,932
18.563892,-37.483932,51.317005,933
39.676067,61.20512,-8.5148945,941
-60.34528,-37.903896,19.852425,942
31.299994,10.979027,32.035194,943
57.862705,-30.081533,1.3317876,944
18.386337,3.0429463,20.954317,945
19.886063,122.15172,17.343296,946
-48.27628,86.53034,13.1192,947
6.302748,9.48417,-1.7840466,948
161.52692,-3.0745168,-24.08693,949
-9.774406,1.1035798,11.7035265,950
46.388966,92.54134,66.88565,951
87.80674,-25.49646,-1.051946,952
148.11537,-10.492643,-31.933199,953
178.77936,2.67891,23.255829,954
199.52605,-19.091581,268.5767,955
10.618479,-33.577354,167.77887,956
59.21756,-81.06134,-14.206266,957
50.98052,-75.5691,-12.00042,958
29.24411,66.539246,-18.479515,959
64.113235,39.78706,-26.388683,960
111.29047,0.10850035,47.84257,961
-13.460093,-19.667562,-44.278595,962
-10.296217,105.45192,7.3701134,963
-132.40952,-3.9956617,1.402709,964
241.40216,-48.44462,-7.102217,965
-68.36127,-32.221523,50.52377,966
84.97933,68.715805,17.492067,967
67.191895,-31.692282,-25.74923,968
77.53218,-36.53093,-11.932955,969
61.24601,33.50612,-27.656193,970
48.262802,30.355316,77.1313,971
-64.617584,-79.108284,-17.321524,972
-91.15305,-93.19004,2.3609085,973
207.72221,-2.9002876,-27.443703,974
3.6175556,-77.20268,-6.765534,975
51.054447,-20.277756,53.736847,976
-7.582358,47.45105,-24.285856,977
87.369064,73.31739,8.474317,978
82.033554,-64.251656,25.748602,979
172.43437,-4.6037664,-38.712563,980
54.897083,75.51568,-10.894169,981
-71.5384,109.7664,94.43392,982
12.808485,95.28151,-5.810741,983
170.3287,95.1519,-26.37231,984
49.208008,-11.691909,34.669823,985
79.19062,7.426026,-14.3684,986
-19.862007,-25.254633,-39.312332,987
124.53654,-45.54039,-31.358551,988
143.82103,-12.655686,-23.874994,989
110.05403,-59.52032,-7.68876,990
242.7063,67.90161,0.88600445,991
160.88458,-6.039627,-28.677519,992
46.873146,-0.5826848,-1.1635196,993
104.93909,-61.16827,-10.932009,994
207.97598,74.33702,14.115178,995
201.7243,-10.35094,-0.36707237,996
212.24548,-69.049675,-46.17878,997
-71.52967,46.468094,16.158064,998
-106.87809,-49.115498,-20.55434,999
-115.01598,26.663834,21.356356,1000
-68.97047,-76.79964,6.742595,1001
90.722946,-141.42455,50.972153,1002
-44.82659,66.07705,37.220478,1003
-3.153218,85.304214,8.725072,1004
-126.334465,-35.869766,-8.302697,1005
-18.102896,-45.179035,37.971428,1006
59.969524,-13.50048,-24.35267,1007
76.37179,5.0237546,-28.905766,1008
49.00305,-59.511887,110.0945,1009
39.505413,-94.69503,-27.591183,1010
6.796464,-78.739426,-31.166334,1011
1.7243105,124.23828,355.10623,1012
159.02394,-41.693832,-46.67955,1013
-78.29196,-15.982055,49.03414,1014
260.42346,-126.265816,5.08151,1015
162.9151,-44.615265,-45.341507,1016
-92.31042,35.670753,9.682234,1017
365.3951,-69.013306,-98.55751,1018
35.7712,-92.84997,-23.046526,1019
26.603893,-37.38458,-39.281254,1020
-132.84271,7.053704,-4.6081133,1021
22.807966,42.634636,-23.241205,1022
76.46666,-18.139147,2.439103,1023
21.108917,-53.255764,-14.7073,1024
-68.02552,-21.026821,37.592472,1025
-85.53133,74.07792,7.074187,1026
-41.06182,50.367256,-16.336214,1027
-121.55774,-20.584677,30.77412,1028
-121.35487,1.5204784,8.960676,1029
-68.266685,48.599846,1.5834954,1030
-58.188797,-20.876392,31.156273,1031
-85.827675,28.657732,18.827696,1032
17.97699,36.158607,-25.471064,1033
-72.90298,-2.1823564,-14.820405,1034
-119.98213,-43.643272,19.97716,1035
-39.820564,124.23546,2.0375884,1036
-115.11275,17.161457,-17.464687,1037
-125.46215,-39.968857,-6.0866475,1038
89.28818,-27.133224,26.018091,1039
89.208435,21.145948,-1.8963742,1040
60.735676,39.757698,-11.82613,1041
130.02118,-31.22976,167.51216,1042
107.59012,6.5663047,19.183613,1043
20.986294,-47.674583,14.884899,1044
127.28169,49.27182,-18.156485,1045
-57.993443,-20.616165,-50.65454,1046
11.78905,-65.38223,26.168295,1047
-128.19072,-66.438484,5.2183027,1048
33.056305,-78.39649,-15.9751835,1049
-5.5714407,14.869135,15.46176,1050
-78.01135,-81.24693,7.7552075,1051
9.957484,34.07095,-4.742188,1052
83.2693,-39.36861,-36.581623,1053
66.99711,-50.5806,-10.353393,1054
58.495495,-22.727625,-42.418472,1055
12.897121,-42.31155,-23.618385,1056
-67.35523,65.233986,6.867945,1057
-19.567413,-100.07525,-5.299784,1058
170.4409,9.088304,-13.057781,1059
26.826323,-16.744377,-9.283861,1060
5.7511215,-12.661467,-12.1222925,1061
17.023474,134.81668,-4.6806955,1062
-15.04851,5.1341143,45.831367,1063
21.30526,-36.113388,-22.395647,1064
-19.633331,92.91304,-23.282578,1065
-120.96655,-50.14277,-6.7834816,1066
158.42078,-7.0346856,69.751,1070
10.554402,6.9853573,-15.3134575,1071
13.252769,59.037407,66.147705,1072
61.542362,-30.143295,-30.27232,1073
86.45032,79.27812,9.156166,1074
-7.338108,-76.345215,-12.673453,1075
92.17079,77.94246,-13.164017,1076
-30.786936,41.95034,-41.861477,1077
65.02149,31.094429,-18.75698,1094
122.05517,-51.272713,-29.085026,1095
103.364296,60.803116,-26.443214,1096
181.7794,-7.4715724,-28.119066,1097
49.23076,-8.510508,11.478962,1098
80.60448,38.47376,-17.754944,1099
421.37958,34.8373,-10.691002,1100
114.65359,-65.16142,-12.276036,1101
-53.273407,58.77968,-22.148937,1102
-56.607643,-18.685019,-37.925034,1103
71.2113,77.09385,5.267581,1104
-129.2318,35.890263,-15.425118,1105
-105.36789,65.35636,-2.2825696,1106
90.27834,-53.49359,10.52797,1107
147.77312,93.79533,-5.3528485,1108
-71.66563,-14.432331,-33.63071,1109
152.13362,-44.763016,-24.091648,1110
16.72984,-87.7453,-8.915999,1112
115.58346,-12.241388,2.9329903,1113
-64.62623,-35.26313,-2.332046,1114
42.1695,-2.9813564,-40.004406,1115
49.098866,-149.00029,-2.9534945,1116
62.912422,52.332478,-12.944877,1117
38.59195,-66.22455,17.456121,1118
26.01914,-48.506657,-19.224716,1119
-11.497685,67.48143,25.925274,1120
-96.841484,143.29295,-5.6296268,1121
-165.19104,39.155346,-2.175065,1122
1.9028047,27.580906,-23.425217,1131
65.07915,66.514824,-6.148768,1132
52.91425,-66.576935,-18.720858,1133
-74.1497,-35.989624,12.009107,1135
78.421104,26.146847,-17.967546,1137
0.72237897,59.418095,-19.824747,1138
149.46143,52.296154,22.746298,1139
109.94244,1.6469709,-32.456474,1140
154.68408,-3.941965,-32.63743,1141
5.799752,18.062166,-42.41951,1142
10.148792,27.653368,20.407743,1143
-11.699529,-81.92328,-11.085879,1144
298.7843,25.097788,-66.08204,1145
144.85823,87.62242,11.782373,1146
35.40336,10.882928,16.236488,1155
82.695206,72.38933,-14.409477,1160
-1.859214,21.408556,-2.450339,1164
1.3551433,-61.880962,-18.346958,1165
-23.350117,-9.751738,28.855387,1166
-0.79602116,9.396531,21.964294,1170
290.28546,10.761924,-58.01664,1172
187.08421,-5.8380585,-1.1268919,1184
-73.17209,-113.098785,-11.437854,1186
-70.33579,-22.837297,-40.309086,1189
-75.45685,43.79578,-10.885214,1196
-96.10201,-38.13842,6.217191,1201
87.04109,67.7341,-13.235079,1202
164.9685,24.221935,-34.643074,1212
135.53552,-25.983599,175.4776,1213
-19.226408,37.867294,-27.148138,1214
-23.240015,68.16382,9.451584,1215
-141.45451,46.97207,-9.169192,1216
-7.9426455,13.92673,48.36754,1217
63.46458,3.7105718,29.65847,1218
134.50317,-22.6347,171.784,1219
-19.517738,10.747493,84.46888,1220
164.77892,15.933009,-17.111345,1221
85.528114,21.391026,68.03988,1222
64.60715,13.943218,34.058617,1223
155.96724,34.80339,102.54767,1224
86.68686,17.100918,16.505257,1225
118.67517,39.8326,-26.002804,1226
13.656647,-22.845852,46.320576,1227
174.77455,-11.008097,-37.601475,1228
298.11075,19.913069,-14.825498,1229
31.914284,-62.64834,-25.26548,1230
7.9325213,-34.794136,36.050617,1231
75.61003,-33.308403,-22.88333,1232
60.022797,-9.915193,23.99172,1233
54.403214,78.55726,-16.451935,1234
-26.93317,-24.988073,31.1362,1235
42.158035,-63.954243,27.444803,1236
96.86289,-21.937012,31.012836,1237
260.83716,56.676636,-34.37182,1238
79.78814,-35.57256,99.744995,1239
122.52631,29.938292,-21.749933,1240
153.56776,-10.140429,-38.62923,1241
58.268265,-10.613901,4.352822,1242
-15.87624,-32.07157,-42.99347,1243
119.32663,-12.229832,-2.114873,1244
-4.0000377,-90.255516,-25.933212,1245
43.523697,18.199844,-17.307842,1246
-71.32627,26.420687,2.4667795,1247
25.223095,48.48922,13.216024,1248
79.67148,-56.016262,39.59775,1249
244.12968,59.66924,-18.562975,1250
-28.851776,14.605167,-45.612144,1251
206.2498,17.215563,-34.523182,1252
59.032223,12.055818,25.779291,1253
13.334279,-71.15976,-34.671505,1254
163.00262,-3.3733199,-35.227413,1255
-123.721085,12.232511,23.83845,1256
-2.0940046,-27.270893,8.487189,1257
122.12168,92.7414,-19.186394,1258
63.412815,29.970621,7.7834845,1259
12.188099,26.210192,45.131367,1260
-41.97983,-47.44971,3.864256,1261
-18.69249,-26.152681,-34.784218,1262
45.66077,-102.50727,144.56487,1263
172.35263,63.03889,-30.552649,1264
180.06834,45.412872,-36.085323,1265
121.15964,4.915962,32.32693,1266
76.14693,31.385107,82.525665,1267
77.4915,73.07957,11.129133,1268
-3.398604,-22.760475,-18.701916,1269
30.589836,60.052773,14.027515,1270
-24.02947,62.990177,30.67432,1271
87.983505,1.1517348,-26.967497,1272
153.64012,-5.5121875,-28.836884,1273
55.313877,-33.231922,-5.5811543,1274
52.31276,-37.823593,-19.339745,1275
54.373356,-22.673912,49.681694,1276
-79.79237,14.064795,18.160458,1277
-47.573006,-82.540085,-26.051418,1278
78.928,71.94449,-3.0459478,1279
13.682451,-96.828,-17.05289,1280
-102.15182,63.08024,13.81542,1281
113.60916,-0.095405236,-35.737408,1282
-5.9623423,-45.019203,25.877762,1283
-45.75119,67.75381,-1.0072535,1284
37.171375,19.989878,5.8053827,1285
132.63785,-124.194466,56.86702,1286
-52.47858,-17.470324,-51.270145,1287
93.147964,18.078558,-17.487362,1288
95.400024,84.14506,-14.262451,1289
32.282005,-2.680631,66.739075,1290
46.104996,-0.33635756,28.81375,1291
102.360435,-49.152973,18.051325,1292
52.960217,-10.741481,2.8446023,1293
11.356091,-82.485214,37.417557,1294
261.13687,-28.742762,-43.363667,1295
47.51064,-55.8631,-14.874026,1296
127.42509,37.095123,1.092244,1297
182.14221,99.03374,-23.499735,1298
209.66092,4.461315,219.69962,1299
108.01076,-2.4391344,-41.03099,1300
-120.39912,13.784087,24.998304,1301
50.5426,14.941117,-30.360744,1302
