id,df_feature_0_1_2_3,df_feature_12_13_14,df_feature_21_24,df_feature_21_25,df_feature_21_26,df_feature_22_21_26
77,154.95,531.6800000000001,470.88000000000005,160.23,1853.0,0.08634646519158122
78,150.32,487.40999999999997,489.9120000000001,160.01600000000002,1791.96,0.08928770731489542
79,215.18,336.94,434.07,146.81,1796.7,0.08181666388378694
80,101.05000000000001,353.75,399.96000000000004,132.0,1452.0000000000002,0.0909090909090909
81,101.78,328.52,426.198,139.05399999999997,1636.5199999999998,0.0849363283064063
82,108.94999999999999,372.56,460.067,154.174,1644.8500000000001,0.09362555856157095
83,89.02000000000001,338.91999999999996,421.14399999999995,139.07999999999998,1610.3999999999999,0.08631395926477894
84,179.41000000000003,523.82,493.044,166.158,1829.9099999999999,0.09071484389942676
85,154.07999999999998,390.85,405.0,134.1,1489.5,0.08996307485733468
86,141.37,774.54,453.054,156.009,1661.52,0.09388993211035679
87,217.3,374.21,492.729,176.016,2067.03,0.08514632105000894
88,157.04000000000002,387.07000000000005,494.19200000000006,167.232,1811.68,0.09217963437251611
89,229.31,357.88,509.01,164.73,1846.8,0.0893437296946069
90,170.70999999999998,513.61,501.16499999999996,174.26999999999998,1925.85,0.09034971570994627
95,164.44,402.15999999999997,499.98199999999997,166.992,1659.98,0.10060362173038229
96,173.43,613.1800000000001,506.24,164.98000000000002,1841.9,0.08958141050002714
97,187.03000000000003,606.74,471.884,164.92000000000002,1862.0,0.08861439312567132
98,206.81,531.46,489.168,172.86,1826.64,0.09470941181623088
99,186.85,447.28999999999996,499.74600000000004,171.054,1911.78,0.08944543828264759
100,234.86,499.51,456.015,158.065,1747.3,0.09042522749384765
101,182.94,456.96000000000004,472.023,160.026,1820.43,0.08789132237987728
102,266.52,615.96,484.05,165.9,1800.75,0.09218381230043038
103,180.98999999999998,476.20000000000005,427.074,153.102,1696.92,0.09016335478396152
104,222.86,383.64,508.98400000000004,169.85999999999999,1990.64,0.08539967045774223
105,248.35999999999999,469.74,504.16499999999996,165.851,1812.79,0.0915715554476801
106,206.74,462.3,503.051,165.01899999999998,1872.8799999999999,0.08809961129383624
107,290.64,568.21,513.856,174.64,2012.8,0.08689387917329094
108,209.79,486.2,524.217,180.846,2038.95,0.08852595698766522
109,173.55,440.93,502.85699999999997,168.858,1784.1599999999999,0.09472244641736167
114,268.90999999999997,800.9000000000001,473.92100000000005,162.02900000000002,1891.26,0.08565718092700104
117,159.87,381.06,485.76,162.932,1695.1,0.09615951861247124
118,212.26,475.76,498.253,170.877,1896.7900000000002,0.09015230995524016
119,156.36,351.97,400.90000000000003,138.225,1634.0,0.08445532435740515
120,120.89000000000001,474.84000000000003,384.79400000000004,126.13200000000002,1494.39,0.08431533936924096
138,216.86,419.88,437.76,145.92000000000002,1704.96,0.0856325075075075
163,124.79,343.17999999999995,420.16200000000003,144.834,1649.1000000000001,0.08792674792310957
167,111.18,442.67999999999995,414.018,147.026,1601.05,0.09181474657256176
168,148.17,453.75,399.9239999999999,134.964,1399.32,0.09647543092359147
170,231.45999999999998,667.09,452.20000000000005,153.216,1798.16,0.0850869777995284
171,141.88,330.91,409.01500000000004,134.815,1508.1000000000001,0.08951661030435647
172,125.94,388.09000000000003,400.06,128.21200000000002,1542.4,0.08298755186721991
173,155.57,457.75,392.045,133.055,1508.55,0.08816413111928674
174,130.0,306.38,364.914,127.908,1467.1799999999998,0.08724219250535041
175,204.67,278.24,398.047,138.928,1594.93,0.08715116023900735
176,165.52,300.26,410.793,135.88799999999998,1479.57,0.09191859797103213
177,164.25,414.24,431.02,138.92,1485.8,0.0935522950599004
178,127.44,344.34000000000003,398.002,130.988,1506.82,0.08693805497670591
179,106.14999999999999,308.13,369.14900000000006,124.135,1367.52,0.09067509067509068
180,123.77000000000001,401.81,411.765,139.195,1634.4499999999998,0.08504389855914835
183,134.86,426.85999999999996,459.194,156.9,1788.66,0.08777520602014915
184,191.16,341.88,506.16,179.265,1964.7,0.09110805720975212
185,148.74,419.95,385.36099999999993,135.53799999999998,1407.51,0.09605615590652997
186,188.3,509.49,531.0600000000001,180.624,2162.4,0.08342582315945246
187,191.41,364.22,489.753,167.739,1924.23,0.08730765033286042
188,208.53000000000003,522.87,465.888,160.07999999999998,1893.36,0.0845058520302531
189,186.05,458.68,464.1,160.125,1811.25,0.0883367839889579
190,148.55,456.18,482.76300000000003,156.804,1745.25,0.08995845867354248
191,216.96,401.79999999999995,511.09400000000005,165.711,1972.75,0.0841464960081105
192,227.46999999999997,462.75,456.83400000000006,153.811,1722.0700000000002,0.08942725905450997
193,264.63,502.24,470.99699999999996,158.238,1778.85,0.08882142957528741
194,158.25,507.08000000000004,435.94200000000006,146.77200000000002,1637.8200000000002,0.08975345276037659
195,108.72999999999999,383.74,425.00699999999995,141.192,1583.6399999999999,0.08903538683034024
196,126.13,343.98,427.77,140.165,1585.9499999999998,0.08827516630410796
197,187.53999999999996,287.09000000000003,396.195,128.168,1398.59,0.09152074589407905
198,212.2,470.17,410.01,136.986,1583.16,0.0865357891811314
199,177.81,451.7,437.1,148.99,1602.7,0.09296811630373744
200,145.8,447.22,452.01000000000005,150.17600000000002,1640.0800000000002,0.09145895322179405
201,111.05,315.48,364.83200000000005,128.12800000000001,1460.16,0.08766162612316458
202,309.97,672.8399999999999,510.28600000000006,175.07,1968.8200000000002,0.08888572850743084
203,131.69,283.46000000000004,326.9,98.07,1401.0,0.06995003568879372
206,159.57,282.46,415.82200000000006,141.066,1562.7900000000002,0.09022325456395291
207,208.47000000000003,501.78,508.13000000000005,174.93,2052.75,0.08525149190110827
208,209.75,571.5,503.74,170.932,1918.74,0.08912098564683073
209,126.32,336.99,468.801,160.026,1831.17,0.08737583075301583
210,133.38,433.53,419.02500000000003,144.054,1558.3200000000002,0.09240720776220544
211,178.01,546.83,484.17600000000004,164.20800000000003,1789.92,0.09162420666845446
212,244.35000000000002,435.37,523.92,182.9,2059.1,0.08887377980671167
213,123.66,414.7,430.99,146.17000000000002,1593.3,0.0916337161865311
214,175.28,518.35,466.984,159.786,1845.34,0.08670488907193255
215,133.36,386.5,446.946,154.035,1687.05,0.09128360155300673
216,177.85,361.65000000000003,409.054,136.2,1511.82,0.08995779920890054
218,203.13,454.33,448.938,148.119,1679.7,0.0881109721974162
219,125.57,511.34000000000003,476.47,159.53,1770.2,0.09004632244944075
220,158.14,603.4499999999999,472.336,162.644,1921.65,0.0846668227825046
221,194.17000000000002,513.9,458.109,154.926,1739.07,0.08924310119776661
222,348.74,364.78,411.0370000000001,140.954,1622.39,0.08690881970426345
223,111.53,316.39,414.042,134.815,1489.8200000000002,0.09061497362097434
224,275.39,637.8399999999999,487.24,171.08,1825.2,0.09368836291913214
225,182.53,521.75,478.17600000000004,168.096,1909.44,0.08798391151332327
226,157.06,428.55999999999995,507.19599999999997,178.20399999999998,2091.96,0.08508766898028643
227,162.65,331.5,455.046,151.173,1689.8799999999999,0.08935545719222668
228,182.48000000000002,445.15000000000003,451.19699999999995,147.798,1505.52,0.09830490461767363
229,149.17,520.04,398.818,134.932,1443.2599999999998,0.09353823981818939
230,233.8,425.05,440.448,147.808,1661.6,0.08876986037554165
231,256.86,521.25,517.89,185.08200000000002,2020.6200000000001,0.09155605705179598
232,120.1,517.91,432.856,143.96,1625.04,0.08861320336730173
233,160.64999999999998,460.01,479.16,170.775,1767.15,0.09676597911892029
234,136.13,484.64,480.766,167.895,1860.17,0.09031432610997919
235,160.89000000000001,400.40000000000003,434.98,149.136,1639.5400000000002,0.09087914902960585
236,342.19,619.28,450.84000000000003,157.04,1809.6000000000001,0.08675950486295313
237,138.24,439.78999999999996,479.186,155.17,1704.24,0.09094963150729944
238,239.83999999999997,467.36,480.764,160.43,1756.84,0.09135720953530202
239,163.01,407.01,483.91999999999996,169.89799999999997,1846.26,0.09207803884609968
240,182.64000000000001,440.25,464.12799999999993,160.06199999999998,1787.1,0.08953052431313302
241,188.61,392.14,423.108,150.21300000000002,1714.65,0.08748141020033243
242,272.99,358.83000000000004,514.836,176.904,1950.48,0.09074689307247447
243,130.66,390.73,446.148,150.09300000000002,1542.24,0.09726112667289138
244,347.89,421.68,443.828,151.976,1655.28,0.09182736455463729
245,165.8,442.93,407.88000000000005,136.84,1478.4,0.09266774891774891
246,185.46,419.22999999999996,387.96799999999996,138.993,1550.14,0.0896693201904344
247,191.04,596.63,492.062,170.02599999999998,1947.98,0.0872698898345979
248,163.32999999999998,517.56,405.84000000000003,148.185,1624.25,0.09111897798984146
249,192.66,439.84999999999997,478.43500000000006,165.31500000000003,1776.7500000000002,0.09280990572674827
250,240.35,409.24,420.76699999999994,140.1,1555.11,0.09002578595726347
251,125.89,490.2,508.022,171.91199999999998,1867.8899999999999,0.09208251021205746
252,273.61,466.0,489.255,159.804,1893.33,0.08450719103378704
253,494.40999999999997,502.95,473.04,151.20000000000002,1722.6000000000001,0.08765819110646696
254,336.61,324.70000000000005,512.05,171.05,1837.0,0.09308655416439847
255,177.2,547.6999999999999,443.10600000000005,155.828,1682.5600000000002,0.09271586154431342
256,183.31,409.33000000000004,364.98,114.23400000000001,1478.88,0.07708536189548847
257,173.65,473.4,476.175,163.79999999999998,1811.25,0.09054520358868184
258,177.02,328.28999999999996,502.971,163.20100000000002,1804.68,0.09032072167918966
259,171.89,337.43,492.84,164.83499999999998,1859.25,0.08874546187979024
260,244.47,369.99,446.89599999999996,145.82399999999998,1621.92,0.09001677024760776
261,126.77000000000001,432.48,430.77000000000004,142.92600000000002,1653.3600000000001,0.08649054047515362
262,101.13000000000001,315.12,423.182,142.141,1555.68,0.09127841201275326
263,215.57999999999998,377.65,498.255,163.833,1852.27,0.08854000766626896
264,282.70000000000005,457.37,465.0,156.0,1675.0,0.09313432835820895
265,173.39,438.09999999999997,485.818,159.054,1769.07,0.0898777323678543
266,161.85000000000002,450.27000000000004,488.9549999999999,165.945,1881.45,0.08822982274309708
267,157.54999999999998,364.44000000000005,405.87600000000003,133.022,1489.1200000000001,0.08931449446653056
268,189.62,511.32000000000005,492.768,164.07899999999998,1768.2299999999998,0.09274811534698542
269,128.8,447.25,447.91999999999996,150.155,1705.1499999999999,0.0879688003987919
270,197.69,625.95,524.264,172.10399999999998,1863.04,0.0923222260391618
271,154.82,495.37,434.04400000000004,145.827,1649.76,0.08849772088061293
272,190.13,536.5699999999999,479.02000000000004,158.188,1838.1000000000001,0.08595832653283281
273,173.68999999999997,408.53000000000003,476.25600000000003,165.792,1842.72,0.09008422332204567
274,148.65,522.1,488.988,165.886,1959.42,0.08471894744363127
275,138.79,593.94,441.81199999999995,155.245,1786.59,0.08675745414448754
276,381.25,387.46000000000004,477.95000000000005,158.95,1831.5,0.08681408681408681
277,149.1,426.28,498.77400000000006,162.96,1903.14,0.08564792921172378
278,152.7,554.08,446.16,145.20000000000002,1716.0,0.0844988344988345
279,270.28,610.0799999999999,494.946,170.74800000000002,1925.1000000000001,0.08882655446470313
280,163.67,435.49,463.0319999999999,154.81599999999997,1581.1999999999998,0.0980268150771566
281,172.06,468.68999999999994,443.922,149.90200000000002,1629.16,0.09207198801836529
282,209.61,470.03000000000003,499.272,169.26399999999998,1925.52,0.08776849889899871
283,336.9,366.6,430.97599999999994,147.186,1640.2099999999998,0.08962267026783156
284,161.5,405.59,507.952,173.111,2042.5900000000001,0.08469639036713192
285,201.92000000000002,530.52,466.07500000000005,163.255,1802.5000000000002,0.09042995839112343
286,150.5,316.65999999999997,412.21400000000006,132.073,1462.4,0.09026258205689278
287,146.26,450.71000000000004,481.95,156.975,1711.5,0.09173239848086474
288,106.57000000000002,342.66999999999996,438.787,153.89200000000002,1709.3700000000001,0.09009167120050077
289,137.60999999999999,479.89,480.256,165.08800000000002,1843.8400000000001,0.08948715723707046
290,123.26,373.90999999999997,396.1,136.072,1598.38,0.08508614972659817
291,114.31,304.28,369.92999999999995,122.05599999999998,1379.3999999999999,0.08844425112367697
292,87.25,445.03999999999996,375.197,127.046,1549.23,0.08197620753535627
293,133.95,442.39,514.8389999999999,166.023,1799.98,0.09222324692496583
294,103.02,466.40999999999997,435.15999999999997,141.17399999999998,1639.4399999999998,0.08600497730932515
296,192.95,599.35,518.87,170.236,1912.24,0.08890097477304104
297,114.74,446.62,437.115,146.832,1622.88,0.09057971014492754
298,436.72,574.1700000000001,460.02,154.01999999999998,1708.4999999999998,0.09013754755633598
299,269.82000000000005,480.67,481.092,159.04799999999997,1866.84,0.08517066272417562
300,207.84,547.96,503.916,174.048,2028.6,0.0857734398107069
301,116.66,374.24,373.946,128.872,1248.9,0.10329089598846984
303,192.43,370.94000000000005,461.89000000000004,158.08,1689.4800000000002,0.09351989961408243
304,114.53999999999999,280.21,381.936,120.888,1388.46,0.08714691096610633
305,118.65,435.27,504.84799999999996,169.02399999999997,1862.6,0.09073338344249973
306,115.97999999999999,376.52,406.99199999999996,138.861,1426.1399999999999,0.09746588693957116
307,160.56,558.09,435.16,145.211,1575.0900000000001,0.09205823159311531
308,333.81,436.43,418.06399999999996,140.998,1661.4099999999999,0.08486767263950501
309,141.95,357.17,416.97599999999994,139.944,1599.36,0.08753501400560225
310,164.25,380.22999999999996,408.051,133.10999999999999,1496.34,0.08888354251039203
311,145.94,291.81,413.09999999999997,138.159,1533.06,0.09001604633869516
312,127.88,548.71,482.734,158.998,1888.46,0.08419558793937917
313,73.63,266.68,382.788,128.03,1449.56,0.08830265735809488
314,133.48999999999998,800.6800000000001,454.168,155.012,1950.52,0.07946598855689765
315,180.12,461.64,510.96299999999997,169.959,1808.1899999999998,0.09401666860230397
316,222.32,626.86,515.22,174.22000000000003,2095.6,0.08303111280778774
317,136.10999999999999,519.2099999999999,405.84,134.976,1518.4799999999998,0.08890469416785207
318,153.38,520.25,464.91900000000004,162.747,1779.5700000000002,0.09159516062869119
319,125.44999999999999,300.85,352.82300000000004,119.81200000000001,1322.6000000000001,0.09073037955542113
320,206.35000000000002,580.28,448.875,152.775,1790.25,0.0854629241726016
321,339.46000000000004,401.15,477.23900000000003,160.923,1869.14,0.08613586997228671
322,152.12,425.33000000000004,445.22999999999996,146.95499999999998,1600.4999999999998,0.09184629803186506
323,106.19000000000001,268.81,419.84999999999997,138.15,1480.5,0.09321175278622088
324,87.99,374.69,367.965,118.80699999999999,1553.6299999999999,0.07659481343691871
325,141.62,501.48,475.006,162.134,1766.3799999999999,0.09171299493880139
326,220.2,461.09999999999997,486.904,162.972,1685.0500000000002,0.09673303462805256
327,156.92,613.3399999999999,467.84000000000003,158.848,1849.6000000000001,0.08596453287197231
328,450.13,520.34,501.968,178.10000000000002,1945.4,0.0914978924642747
329,171.74,428.56,448.865,144.98499999999999,1728.05,0.083909609096959
330,225.22,548.09,491.94599999999997,164.892,1829.1,0.09020829916352305
331,223.76,496.88,449.19599999999997,154.98,1697.3999999999999,0.09131613055260988
332,99.15,443.17,401.82000000000005,133.20000000000002,1469.64,0.09049835333823249
333,168.2,520.16,424.76399999999995,147.744,1785.24,0.08290201877618696
334,146.18,428.24,499.21200000000005,177.724,2020.6200000000001,0.08809177381199829
335,193.51,483.25,428.876,138.992,1542.24,0.09012864405021268
336,379.0,480.92,490.844,162.876,1839.28,0.08862163455265104
337,204.34,469.23,469.0,157.048,1795.6000000000001,0.0874359545555803
340,175.28,532.04,466.2,161.17499999999998,1811.25,0.08888888888888889
341,312.4,678.4100000000001,474.11,159.947,1760.98,0.09085849924473872
342,140.97000000000003,405.53999999999996,456.0,156.0,1710.0,0.0912280701754386
344,143.26999999999998,308.74,408.155,132.143,1461.24,0.09033423667570009
345,129.68,624.04,440.0,143.0,1625.0,0.088
346,175.49,494.08,515.949,170.877,1830.43,0.09342067164546035
347,135.12,503.54,435.214,151.16400000000002,1714.18,0.08808876547387089
349,255.04,567.5699999999999,476.86199999999997,160.2,1788.8999999999999,0.08944043825814747
350,104.69,349.64,401.824,131.199,1411.58,0.09280380849827853
351,238.11,567.82,327.02599999999995,92.939,1411.48,0.06588828747130672
352,143.24,533.96,449.10999999999996,151.80499999999998,1644.1499999999999,0.09244898579813278
353,198.8,616.5,492.94500000000005,173.784,1966.21,0.08849512513922725
354,125.72,366.28,424.97,145.14499999999998,1551.55,0.09345493216460958
355,135.63,328.78,416.223,137.843,1490.68,0.09257520057960125
356,132.81,445.27000000000004,482.04,161.20000000000002,1736.8,0.09269921695071395
357,122.06,290.56,409.925,141.075,1634.0,0.08629130966952264
358,158.36,488.28,485.736,160.81799999999998,1810.57,0.08892227309631774
360,183.8,399.29,458.86400000000003,158.032,1637.4399999999998,0.0964920852061755
361,144.31,398.86,417.24,137.12800000000001,1605.52,0.08533060939757836
362,140.42000000000002,445.98,436.015,141.135,1566.55,0.09000670262679136
363,176.73999999999998,418.02,440.88,141.783,1613.22,0.08802271233929657
364,244.78,492.98,477.0,159.0,1764.8999999999999,0.0900900900900901
365,131.99,326.07,454.125,149.1,1722.0,0.08652729384436701
366,158.17,453.37,493.02000000000004,165.78,1819.8000000000002,0.09121881525442356
367,163.39999999999998,603.6700000000001,460.062,160.857,1921.5,0.08378870673952642
368,128.92,325.19,428.04,147.108,1687.56,0.08710801393728224
369,191.14000000000001,663.67,476.00000000000006,153.95200000000003,1762.5600000000002,0.08737291212781408
370,177.71,502.24,476.215,157.055,1666.5,0.09420942094209421
371,193.52,484.01,460.03,154.2,1721.8999999999999,0.08943608804227889
372,196.47,490.94,502.196,164.959,1852.27,0.08907988576179499
373,178.24999999999997,520.91,500.11199999999997,163.08,1969.04,0.08278145695364239
374,311.19,521.53,513.8100000000001,174.042,2013.66,0.08640982092309525
375,136.17000000000002,634.38,445.032,155.232,1753.92,0.08837347199416165
376,215.22,560.12,473.97799999999995,159.248,1802.3,0.0882206070021639
377,158.93,391.87,357.21000000000004,111.132,1371.51,0.08093269462125686
378,165.7,368.09,446.88,145.23600000000002,1723.68,0.08412234289427271
379,215.75000000000003,349.4,484.104,157.87199999999999,1799.5199999999998,0.08780119142882548
380,126.49000000000001,483.35,458.02500000000003,151.125,1534.5000000000002,0.09840338872596936
381,135.99,523.81,446.10600000000005,148.203,1656.68,0.08933529710022454
382,219.81,259.07,451.17799999999994,155.844,1664.2599999999998,0.0937353538509608
383,164.65,372.06,384.059,126.94500000000001,1333.93,0.09520739469087583
384,177.99,462.4,466.06600000000003,163.17300000000003,1746.5,0.09332951617520756
385,156.60000000000002,411.93000000000006,510.01200000000006,170.74800000000002,1869.3,0.09147809340394801
386,151.2,398.27000000000004,490.80199999999996,157.079,1788.8,0.08776833631484794
387,300.01,455.33,494.1,171.83700000000002,1910.52,0.09002784582207986
388,241.45000000000002,542.64,488.724,165.13199999999998,1873.7199999999998,0.08806011570565507
391,290.94,534.02,458.784,159.831,1853.1899999999998,0.08633761244124996
392,150.93,496.40000000000003,484.95,165.89,1812.6,0.09158115414321968
393,177.78,448.22,468.062,155.18900000000002,1651.69,0.0938432756752175
394,91.55000000000001,263.15,376.12399999999997,128.068,1373.6,0.09318578916715202
395,192.52999999999997,378.21,438.90000000000003,151.998,1598.52,0.09508795635963266
397,129.05,554.03,569.85,189.295,2174.6,0.08691253563873816
398,107.11999999999999,253.56,459.984,151.774,1709.3999999999999,0.08892008892008893
399,119.67,544.74,374.088,127.74800000000002,1486.7600000000002,0.08575694799429631
400,234.82,440.87,460.84499999999997,164.83499999999998,1772.1000000000001,0.0931098696461825
401,318.59000000000003,433.78,453.17199999999997,152.904,1872.52,0.08170807254395147
402,208.2,321.52,391.91999999999996,135.042,1465.4399999999998,0.09212250245660007
403,216.36,621.1700000000001,487.9680000000001,167.008,1860.4800000000002,0.08976178190574474
454,137.89999999999998,447.96000000000004,451.935,150.975,1653.3,0.09133248654206738
455,176.17000000000002,513.36,550.188,194.742,1980.9,0.09844010298349234
490,164.99,364.10999999999996,414.888,138.76799999999997,1581.1999999999998,0.08790791803693399
542,251.65,632.27,541.101,178.06799999999998,2062.83,0.08628922402718596
543,201.91,606.99,477.09,161.082,1733.94,0.09285211714361512
544,119.13999999999999,698.33,368.81300000000005,123.07000000000001,1322.01,0.09304014341797717
545,139.5,369.74,440.802,151.14600000000002,1662.1200000000001,0.09084783288811878
546,152.13,417.05,470.084,163.897,1839.2299999999998,0.08916774954736494
547,175.51,513.05,456.0,157.0,1720.0,0.09127906976744186
551,420.15,501.86,460.926,156.07799999999997,1764.36,0.08841732979664015
552,181.12,536.65,486.864,162.876,1969.8,0.08274951771753478
553,257.86,547.93,461.82,157.89600000000002,1764.72,0.08953261707239675
556,130.38,535.75,489.753,161.007,1845.69,0.08723024993362916
557,202.83,416.03000000000003,458.148,148.00900000000001,1689.2900000000002,0.08761077138916348
558,227.5,495.80999999999995,509.733,170.1,1888.11,0.09003712707416411
563,167.76,559.11,531.7239999999999,182.972,2112.16,0.08664116354821605
567,210.23,428.26,464.243,154.037,1769.56,0.08702728361852664
574,311.4,416.25,380.97999999999996,132.01399999999998,1532.78,0.0861180338991897
580,470.53,410.46000000000004,386.057,125.03699999999999,1364.04,0.09163954136242339
581,170.82,368.19,439.872,152.15400000000002,1635.3000000000002,0.09294930593774842
582,158.01999999999998,336.03999999999996,413.004,138.176,1696.72,0.08133339619972653
583,233.8,338.12,393.12,123.84,1516.8,0.08175105485232068
584,120.88000000000001,381.69,403.788,132.84799999999998,1437.73,0.09250693802035152
585,172.9,305.09,409.959,133.947,1474.77,0.0908616258806458
587,200.83,434.36,399.8229999999999,130.152,1602.25,0.08113590263691683
592,129.20999999999998,315.15,405.07199999999995,135.952,1559.04,0.08723316912972086
596,234.49,512.64,499.757,161.994,1785.24,0.09074410163339383
597,150.96999999999997,387.77,496.29600000000005,165.24900000000002,1828.17,0.09036358763134718
601,304.97,422.26,506.842,172.20000000000002,1945.8600000000001,0.0883927929039088
609,118.30000000000001,367.35,442.0,146.0,1650.0,0.08848484848484849
613,85.77,368.95000000000005,394.03000000000003,131.199,1437.56,0.09112663123626144
616,106.86999999999999,376.75,409.08,139.769,1665.54,0.08405682241195048
617,116.05000000000001,444.18,462.179,144.92499999999998,1654.78,0.087624941079781
618,194.13,368.05,431.7560000000001,141.77800000000002,1625.2600000000002,0.08737063608284212
619,173.06,295.81,422.01599999999996,141.77100000000002,1582.56,0.0897280355879082
622,191.45,469.64,438.265,148.32000000000002,1745.8500000000001,0.08494429647449667
623,177.56,513.24,484.972,165.164,1788.3999999999999,0.09226123909639902
624,225.57,496.72,440.05500000000006,148.995,1678.05,0.08879354012097375
