tsne_all_1,tsne_all_2,tsne_all_3,id
-1.9110835,11.541002,18.243898,189
-10.736733,114.188,30.115387,190
57.198486,147.89243,-21.517601,191
38.17592,202.14021,-12.597881,192
39.351353,81.60742,62.93999,193
120.87609,37.724648,79.116,194
70.911476,-188.6898,-19.761784,195
36.792267,-242.80586,-68.90066,196
82.145065,-122.90709,-107.07136,197
-113.02739,-10.752431,42.598392,198
-46.945843,62.67054,-18.7141,199
-49.758713,-10.704032,19.040428,200
61.304077,-198.1681,-58.701397,201
-125.62092,177.52293,194.64297,202
-134.05353,-20.405376,-184.90842,203
158.7955,-116.522995,-109.91539,206
-509.2009,-106.15839,72.1464,207
25.324194,-27.806568,146.94391,208
-44.713535,-56.11398,-89.27588,209
93.8661,-36.734703,-0.5989419,210
125.818855,-43.937035,109.4974,211
-94.79668,-98.552986,14.485589,212
-7.008959,-208.46312,8.965775,213
-80.55257,258.19788,10.827824,214
68.796394,-91.63456,-49.616886,215
138.4545,-104.78414,14.299852,216
8.012123,-110.37835,24.505148,218
-254.70645,-68.009766,70.14808,219
-391.53845,-138.77821,115.02718,220
-218.93443,-105.20745,85.18304,221
-68.58054,-92.612755,-33.764927,222
-20.985369,-44.241093,-106.07218,223
-154.15904,-93.93566,208.6627,224
-58.889545,-25.567436,88.26253,225
6.5169144,224.29541,-43.173824,226
-221.16434,-64.143295,-134.92706,227
55.32208,-1.4634472,68.98057,228
-96.44969,85.80167,41.29865,229
-97.82493,93.254684,-22.16596,230
25.20819,80.26081,87.38792,231
72.19788,-16.66604,80.22898,232
-73.43465,-27.878769,26.384258,233
-83.62153,-99.591995,36.757477,234
13.569366,-97.08859,-27.686115,235
23.35965,-13.77997,191.56519,236
-65.3172,16.16747,0.15752554,237
-246.68858,-69.36184,8.740868,238
-37.36901,-63.87639,15.445814,239
74.42233,-121.17546,70.196465,240
78.98806,-113.7501,-28.132618,241
137.09282,258.5833,-105.60497,242
25.168125,-104.1806,-33.99271,243
101.40827,-99.647446,40.90686,244
-157.63966,-245.62418,30.153427,245
114.73394,-75.69657,10.391707,246
33.112,-51.688354,151.26764,247
-46.82816,26.732933,54.73484,248
-277.27542,-25.866917,-22.522722,249
86.64222,16.22129,-2.4850028,250
23.980347,13.697647,31.469622,251
-168.1392,203.70605,-9.85722,252
-81.88416,-39.84027,132.12267,253
46.69752,-81.81343,0.98496956,254
67.64027,-88.354256,134.07812,255
157.00734,-1.4939928,-10.775598,256
-48.265144,-149.94041,43.751812,257
-69.26648,70.73905,-151.3588,258
221.14095,-1.0952296,-75.680984,259
97.06957,64.11374,-73.72675,260
-5.5304847,78.0541,-10.847316,261
-198.74402,168.21606,-160.97981,262
-3.7032328,-50.037624,-45.55752,263
-36.475975,72.905106,23.125656,264
-58.49314,-10.425224,-1.861035,265
2.3265314,-122.543076,51.91295,266
-69.43179,-137.24901,-39.39671,267
-61.169743,226.55144,-1.8626324,268
244.82208,-77.57203,64.98584,269
50.67207,265.66666,144.04338,270
-139.41489,-176.41364,44.32879,271
44.767593,69.35135,79.39248,272
31.05152,372.55554,-115.584404,273
132.02528,117.16335,80.82231,274
-8.365724,-165.55597,146.66286,275
135.41823,139.5457,-17.181562,276
10.080208,37.905296,-46.014694,277
76.02177,12.653623,95.181915,278
31.453432,2.5282147,207.77557,279
20.288834,-193.32352,7.256328,280
5.2261257,43.64436,37.875988,281
102.88805,-65.80742,65.31257,282
-46.891613,26.17239,-29.909943,283
-17.093227,5.038277,-64.88564,284
-89.60442,-5.30374,92.81862,285
45.416473,95.970055,-138.78755,286
-25.888918,56.88773,-19.871685,287
-39.982452,-78.89627,-93.573746,288
69.15795,-35.671337,27.025776,289
127.84055,51.543617,-99.55863,290
193.02547,-17.697393,-94.8947,291
152.59258,35.89982,9.307444,292
162.90598,-63.135838,17.943672,293
-47.983467,18.458881,-2.147286,294
72.63879,-49.23028,170.00606,296
133.20747,-17.567682,2.7271667,297
22.55083,192.5477,137.56909,298
5.7737083,145.4925,56.74673,299
-237.16264,-30.033857,63.15475,300
38.53191,-20.08789,-48.989765,301
172.94116,126.5949,-73.11399,303
77.06978,-104.91586,-127.237144,304
11.250168,8.137308,-12.024194,305
-7.5219893,-94.394356,-27.22059,306
-57.046787,-25.25063,111.33448,307
-299.33795,345.08258,-127.45904,308
-56.56305,267.3847,-99.284645,309
-112.88601,-131.14835,-66.095924,310
-83.81469,290.07855,-200.72166,311
-12.330419,61.95916,83.3237,312
128.6348,-23.72172,-126.57822,313
-10.69771,46.497303,281.14584,314
39.269135,-45.267365,14.555668,315
173.99767,244.13474,166.30367,316
79.1954,12.006203,81.11891,317
179.95605,-94.13905,87.041145,318
82.925385,-92.686905,-101.45487,319
21.626677,-37.952267,149.53796,320
-170.21782,234.69919,-62.695667,321
-22.574347,-113.01162,-43.214584,322
179.26912,-115.8874,-122.53426,323
203.31798,-107.590096,9.744846,324
-56.468346,-84.445885,32.571968,325
19.240824,-99.480774,42.808125,326
9.79968,-165.77292,169.55377,327
104.84664,40.18761,128.53749,328
13.435356,35.99765,4.7937455,329
9.730283,38.4687,84.775444,330
40.980328,43.82415,70.54331,331
-164.19203,-75.58724,15.733828,332
91.01978,-1.236239,85.89963,333
29.425312,299.43744,-86.335815,334
-12.008043,6.966104,64.971436,335
-35.276176,194.07082,20.113686,336
-25.904232,40.591908,40.943634,337
22.898478,132.59491,59.021935,340
-101.25529,99.94518,231.16441,341
40.12531,-42.20254,-14.06614,342
235.018,-8.135384,-88.66548,344
203.48648,-54.687027,180.58997,345
-15.750594,136.03134,-13.916425,346
-35.65698,-122.38145,73.203415,347
-74.13257,-64.39376,132.9639,349
237.67827,-154.54507,-36.222588,350
-162.94145,12.755771,112.20424,351
-82.081635,-14.996883,112.38456,352
76.582275,66.19054,160.94264,353
-111.46565,-1.688281,-76.26507,354
-4.8953314,-10.8156185,-110.826355,355
91.74324,-16.310776,22.587406,356
-52.20067,56.8688,-157.16129,357
-135.34064,26.344969,28.242453,358
-83.401024,19.05852,-11.392363,360
-86.65996,-31.814495,-16.65022,361
103.54946,-70.77847,53.20784,362
65.134346,22.070145,-40.32585,363
-34.41502,-83.84683,75.46277,364
-6.980969,-19.986277,-101.13292,365
7.8115034,-28.244854,-22.417866,366
9.86985,-155.71625,170.6503,367
170.9676,-28.80834,-97.31782,368
125.607285,215.02972,190.3372,369
-11.826962,133.15833,30.348248,370
-37.304436,99.05817,0.11889225,371
-22.715475,22.023592,33.611954,372
-99.594734,-59.802505,68.78688,373
-249.1837,390.5037,26.90727,374
-199.63376,-159.75258,180.58263,375
-63.19167,171.61313,91.80585,376
-104.37972,42.95602,-76.582405,377
48.808846,22.15088,-80.34117,378
30.910542,285.17438,-115.006424,379
154.76076,-58.737255,70.24032,380
113.363235,44.62561,75.57813,381
-78.68604,220.24077,64.457535,382
121.26207,-3.5785358,-57.697186,383
-79.60494,-41.11214,1.2779181,384
190.88966,-82.32265,31.218163,385
244.47345,198.78534,-50.25861,386
-37.74062,95.03143,37.09588,387
117.60822,-70.02174,132.26631,388
-55.643158,74.831276,98.98169,391
-71.04656,-135.97601,55.449654,392
44.561386,-43.425564,45.928043,393
75.57191,-262.72403,-95.85689,394
49.0497,-37.09944,-59.339024,395
-80.35751,90.734795,93.89043,397
28.038752,-29.6244,-158.24922,398
-27.13036,-62.003967,106.29269,399
-26.620808,-70.26707,37.531776,400
-29.1302,197.68587,-1.8234272,401
1.2071837,-217.47678,-50.915348,402
96.9419,-116.04804,203.42169,403
156.3921,51.887283,6.3603897,454
93.032394,27.847303,86.37858,455
39.97158,-143.40181,-39.64216,490
-99.06348,-89.521065,213.42107,542
-165.08806,-1.9450014,154.65324,543
145.86989,147.25467,207.0744,544
86.295944,214.00153,-117.17018,545
73.364,-130.42506,15.032553,546
-86.735954,0.422053,81.205765,547
-29.726883,154.40729,51.116684,551
51.509216,91.68532,96.03003,552
-30.60173,80.95485,83.99302,553
-73.13682,196.24258,63.98048,556
-189.09059,460.67728,-137.26392,557
-190.51196,130.6186,-15.992425,558
-181.60928,-128.11232,122.64307,563
-96.43704,-38.045128,-34.758816,567
-6.0505877,180.32202,-16.892359,574
-38.775234,-62.174595,45.497967,580
130.17873,-36.5902,-29.783068,581
141.7644,0.468359,-102.17983,582
-60.877438,-111.192085,-88.072426,583
105.799515,-138.56622,-25.46904,584
124.976814,-87.56466,-85.50884,585
39.075386,68.85891,-8.771182,587
5.217483,122.777405,-135.79411,592
108.085266,122.392265,66.038345,596
-141.89442,-92.45454,-57.087597,597
-123.159874,11.110139,-30.478409,601
-90.24406,-62.632656,-101.42083,609
-12.634618,-47.73322,-72.06076,613
42.32372,-73.02604,-64.53668,616
-86.3178,141.11197,10.398684,617
14.2800255,-94.125305,-70.911285,618
43.142014,-126.312515,-107.46312,619
-455.03745,-157.02014,0.6652782,622
117.95222,-120.91908,86.95215,623
-184.68779,122.67789,-10.844219,624
-10.224447,-11.389532,98.267624,625
-189.0827,-30.148293,-57.518734,626
-38.93347,-51.152943,192.69447,627
-108.797554,170.00706,-121.23559,628
-130.9752,80.498474,59.19949,629
121.62367,-1.9765837,57.732964,630
-160.66359,-60.105114,58.029404,631
42.607754,53.836987,166.57167,632
-119.755684,295.60904,-22.203646,633
28.67044,130.3648,49.54497,634
-12.390147,-12.325607,31.289667,635
94.298584,78.982605,198.46544,636
-194.31541,325.41232,60.00302,637
66.21312,94.518906,95.472275,638
-248.12015,24.87665,-4.417146,639
6.484755,-115.0899,109.25815,640
115.012665,-111.82438,47.884903,641
33.393257,68.97445,153.59216,642
154.0725,95.66141,255.24623,643
-129.93216,67.75353,111.80211,644
-121.124695,156.05205,-37.95908,645
-147.95757,-78.19767,54.394833,646
-35.674244,164.87549,-23.646925,647
1.9608363,-129.24828,31.11952,648
-21.366123,6.347873,126.30258,649
-33.146904,-42.611946,40.20467,650
-1.0052596,-169.08537,-36.51008,651
-206.3416,-130.28755,222.58804,652
-90.043755,-93.01363,-42.707394,653
-138.37086,-112.41288,46.123787,654
24.149557,-2.0926845,42.958916,655
-77.102005,-0.07637582,166.82918,656
20.02616,52.68025,26.32213,657
-87.256905,84.79835,-19.735613,658
154.81097,-29.93871,-118.41111,659
-17.331972,12.197022,-125.20171,660
-3.3708396,175.11578,-94.967735,661
159.27058,19.459116,-77.34391,662
-99.74608,-65.85656,21.261248,663
-98.694244,293.23077,-13.664443,664
-163.92767,44.012024,-129.78992,665
109.17595,-52.609684,-45.410664,666
12.885778,126.96537,-147.10681,667
-0.19676009,272.5285,-56.03597,668
-98.833855,-219.00723,-70.53421,669
-4.7276716,5.970382,-42.486416,670
134.35724,-111.16799,-75.72802,671
-41.70303,-110.721146,-102.586845,672
223.77904,-68.699005,-121.1516,673
0.22566232,-119.32384,-41.453556,674
61.15038,15.549874,-52.85336,675
60.792835,95.947426,-100.00064,676
53.321743,-49.729733,-114.07844,677
-157.13985,354.0075,-87.4937,678
-141.91772,-154.41684,-143.53654,679
127.328545,153.00465,-64.20428,680
242.51367,31.871899,-103.55162,681
-48.939457,86.30519,-39.012836,682
-217.4091,-72.69401,-143.28146,683
66.11142,91.02866,-127.330025,684
-13.376796,-155.3177,-5.8258276,685
147.69458,65.569466,-129.69022,686
-31.887783,14.879488,-144.6899,687
59.558804,299.49164,-125.87953,688
-168.50983,337.62735,-73.933464,912
-66.664215,-41.807793,64.60017,913
-391.39288,-129.84514,-101.66609,914
-29.504622,-128.52374,114.00655,915
-58.200367,196.59753,90.10586,916
155.5948,16.683563,30.411503,917
142.25539,-13.699187,151.80148,918
38.751633,-229.72032,-81.114914,919
56.720505,-114.89944,9.007171,920
94.68464,28.872581,52.93639,921
-20.856775,99.67732,-1.0316768,922
192.69772,-13.0759535,-75.312386,923
-32.231796,-86.38522,23.722454,924
101.17371,-52.820515,4.7211204,925
-100.57089,-164.85555,-80.408554,926
-112.319046,-8.700459,-92.49348,927
-642.7344,-157.87846,-55.94263,928
-62.00226,54.116924,58.52367,929
-255.04561,-191.99678,3.6281035,930
-125.69223,182.6472,-65.272896,931
-6.5131965,-3.8124719,58.280235,932
27.776148,175.4723,-12.546852,933
-286.46927,-57.132076,25.884531,941
165.59639,-20.140366,-14.413464,942
-33.471783,6.2985044,1.3035988,943
117.92077,60.79445,43.747253,944
-74.88357,-127.14792,27.265104,945
-125.91492,316.95728,-36.13851,946
-103.77607,-110.042046,-28.09263,947
-16.205135,-24.501625,20.186642,948
-10.974299,304.8596,96.73836,949
-91.06841,-202.07748,0.62985253,950
-137.26088,168.44698,20.6419,951
-109.145874,-139.0031,95.71031,952
38.971317,111.249016,132.45439,953
-4.820062,129.25243,156.66772,954
-177.2517,-84.329445,250.33119,955
110.64495,84.82936,94.72678,956
-51.370453,218.88048,32.389652,957
-64.86242,-232.37671,68.06583,958
-225.11842,-137.30023,9.979462,959
-91.946495,-20.937761,60.36042,960
7.376952,279.26752,57.450928,961
-28.60182,36.472958,-30.18167,962
42.51911,122.60812,-57.21676,963
-104.8172,-114.414055,-131.76727,964
158.58652,98.9809,267.53873,965
34.753357,-114.977234,-47.473957,966
-158.75583,76.18701,91.628746,967
53.965546,63.015503,80.350296,968
180.79912,126.77579,59.777847,969
-47.090122,-28.415943,81.52471,970
119.31664,63.589874,102.14716,971
19.23921,-145.73634,-53.22825,972
-148.08766,-184.976,-94.99375,973
-91.03625,23.152098,208.70929,974
25.796486,-87.86858,57.805225,975
54.519493,349.1777,-7.300969,976
-168.54637,-24.265734,-48.143818,977
-63.431076,229.38399,84.297424,978
125.26342,-7.625185,78.37535,979
-84.67728,-77.80447,162.6224,980
60.856274,-28.040565,88.76277,981
43.32036,-39.868332,-77.19858,982
53.43276,179.97566,-25.656366,983
-195.32748,-183.64589,180.21138,984
-68.68669,107.805466,39.308327,985
-82.45827,-44.91293,70.12898,986
75.44054,40.495342,-7.033077,987
-157.86893,-160.57489,129.13818,988
132.61887,-69.73319,179.03029,989
134.88664,-42.67831,116.55793,990
-77.13167,114.880775,270.2154,991
69.82794,76.16434,160.27002,992
-11.259894,-86.479416,46.671597,993
78.87208,-96.434456,135.37338,994
-78.061516,239.21225,149.75877,995
-158.83748,360.18695,156.30287,996
83.69244,-97.5512,229.901,997
-125.5104,141.111,-99.16534,998
168.46584,68.68404,-96.78598,999
-62.946224,21.505642,-120.08116,1000
56.625122,-153.9929,-46.692047,1001
-155.21,-119.24619,108.12366,1002
-176.83894,241.7636,-76.45801,1003
3.3028998,99.80779,-22.15294,1004
147.6902,5.0487742,-113.229355,1005
-121.772385,362.63232,-119.11591,1006
-49.7138,82.76059,10.748367,1007
-159.27763,-27.634645,67.78739,1008
132.32156,-6.5022354,88.667755,1009
143.66452,-64.41287,65.679184,1010
100.99597,-31.569832,2.4663467,1011
55.780685,-125.05529,43.445133,1012
101.72272,-98.68288,-43.016006,1014
55.355663,-18.636755,291.81543,1015
22.012335,36.46061,170.15541,1016
166.23651,9.30038,-72.764336,1017
20.164543,101.14138,331.55722,1018
51.429592,-46.008755,27.441633,1019
135.55844,49.826927,3.4699166,1020
56.59013,-172.79793,-106.078,1021
-106.33549,-5.6595373,-2.8582833,1022
-77.821266,-37.403656,58.664776,1023
144.5231,-156.34969,61.930428,1024
25.904469,84.14806,-51.04847,1025
-147.30276,-223.84006,-51.90619,1026
-3.5729713,208.59866,-48.55226,1027
138.46689,22.66927,-128.9086,1028
55.347,-101.45518,-102.46864,1029
17.795845,-76.90646,-9.206854,1030
147.14355,73.91645,-54.44812,1031
-14.767551,-70.73618,-80.77215,1032
26.274136,138.64432,-42.13528,1033
25.838755,-154.39038,-35.43425,1034
-32.178005,26.760717,-103.461105,1035
-108.53358,178.26439,-83.86399,1036
56.046406,88.35658,-123.04208,1037
54.4008,-125.38389,-108.20896,1038
7.962907,-19.328857,118.52219,1039
96.831894,44.93322,91.216675,1040
-0.031691663,59.159508,46.40279,1041
162.48311,-59.10754,157.82706,1042
34.335052,67.77916,111.06417,1043
15.45094,80.79756,-3.172063,1044
-19.846684,-75.96862,137.99585,1045
46.503124,-101.92111,-5.5369697,1046
161.24384,20.73441,47.496647,1047
113.40553,32.598553,-111.07041,1048
87.93414,-143.82422,62.641216,1049
-27.516897,-128.85185,16.905386,1050
136.67268,-147.90465,-72.10505,1051
27.628626,105.04679,10.887797,1052
99.0102,7.981271,85.71208,1053
97.12983,199.06642,21.655767,1054
-36.519142,-132.87076,76.801765,1055
79.15276,-36.002663,42.712967,1056
22.715384,60.54603,-66.41877,1057
99.322685,79.22069,17.292536,1058
71.617455,-36.857162,176.61102,1059
-65.72864,148.35556,-27.212397,1060
188.66684,58.139275,27.733423,1061
-173.63553,107.641304,-18.136286,1062
-42.432316,-106.19815,-42.38082,1063
-121.0372,-188.5533,40.877342,1064
-85.876305,112.19475,-56.396755,1065
130.39613,-51.63688,-101.11467,1066
194.613,80.44552,181.78969,1070
-82.129524,68.15667,15.825513,1071
-100.26534,106.29726,20.442484,1072
55.265625,45.21722,30.435768,1073
-171.77864,-189.37363,126.188324,1074
-274.14178,135.47238,-67.264275,1075
-116.68345,107.47667,60.180878,1076
2.9870837,57.14132,-65.5965,1077
52.938618,-44.326855,88.72714,1094
149.64107,-109.824394,132.33887,1095
79.64084,5.5894523,115.22141,1096
1.188102,168.26868,170.5291,1097
-65.58371,236.99751,-6.0526595,1098
70.446434,75.87757,94.05306,1099
5.898025,194.28706,393.95862,1100
75.436646,28.3871,138.05133,1101
-108.06076,81.011795,-76.11908,1102
86.5136,153.64738,-54.543854,1103
-178.58897,87.61319,45.4807,1104
-87.34242,-101.4397,-127.87698,1105
38.19597,72.301796,-136.07431,1106
-24.841026,308.63077,37.636997,1107
-43.723274,-10.561113,135.61613,1108
277.4027,18.24398,-58.88184,1109
29.298422,-14.669855,149.42108,1110
19.372328,288.97214,-63.04686,1112
-153.08467,32.465736,121.77908,1113
8.414694,241.13248,-85.65973,1114
20.64645,96.774895,-0.41273344,1115
242.52011,102.60816,40.78951,1116
97.18692,46.42846,36.643124,1117
121.302086,49.633205,48.168465,1118
26.806871,-114.41492,60.7822,1119
-162.51729,-58.40933,28.746796,1120
-35.164806,-110.80065,-70.0422,1121
-62.120102,-82.784164,-187.81473,1122
202.96512,-7.786608,-27.107851,1131
-110.89665,99.98511,51.073627,1132
131.17421,-190.50192,73.412575,1133
134.1219,38.112354,-89.34489,1135
33.655025,6.97805,67.558716,1137
-9.91443,-113.68387,3.00052,1138
-96.35158,82.43987,127.67624,1139
30.368444,102.038414,90.29565,1140
-386.58884,-144.47746,123.79756,1141
-197.26889,80.151955,-31.744907,1142
-147.27232,-154.36592,23.547878,1143
130.54352,-168.65245,22.9699,1144
-184.20091,155.92708,267.32443,1145
-89.42289,262.3499,96.35835,1146
-14.922672,169.71194,28.332884,1155
-200.79776,263.7212,2.487686,1160
-110.837685,-7.691304,-12.534091,1164
-10.307968,-147.08868,5.87824,1165
-205.41507,-128.295,-14.540319,1166
62.22903,126.12463,-19.123693,1170
68.10753,127.5902,263.1644,1172
21.510162,4.965868,208.48961,1184
219.29814,-89.01703,-18.371048,1186
123.62541,-178.49509,-35.29516,1189
-111.88472,-142.98453,-52.23587,1196
130.69524,-87.363396,-71.04259,1201
-268.75607,266.43088,6.6855383,1202
147.35103,-15.99042,158.47139,1212
85.503105,216.80698,167.77258,1213
-53.466713,304.0827,-96.92224,1214
1.6176603,20.247086,-23.36934,1215
87.641884,34.156147,-132.03862,1216
-15.650251,-42.152596,2.9355822,1217
-15.548731,-44.93701,82.625725,1218
-103.9756,26.061712,139.27596,1219
113.58331,270.34875,-19.0362,1220
-229.87387,5.8436384,150.75665,1221
159.60245,-26.051054,97.193596,1222
49.87824,39.346172,71.434975,1223
-79.43663,80.081665,118.55596,1224
-164.46982,188.60463,43.731373,1225
-3.1418135,-26.066528,137.08621,1226
-143.95743,-133.40125,54.334145,1227
47.33889,86.95856,170.95482,1228
-17.073868,87.07414,289.65378,1229
72.03664,9.23652,46.71191,1230
84.71476,-95.61951,41.579655,1231
16.060495,-111.71125,111.38769,1232
-117.18003,-84.83531,92.61524,1233
-128.1718,50.058495,38.212543,1234
26.13468,-144.31404,15.241009,1235
110.681046,196.89116,-1.3114806,1236
91.96724,50.186714,110.10744,1237
-190.9274,369.34293,201.7026,1238
-118.30566,124.00699,82.46828,1239
-61.930367,57.484577,105.59333,1240
21.930635,148.71538,128.54886,1241
113.780846,13.583716,62.343506,1242
-3.6412086,-164.89766,17.550888,1243
-158.3236,70.5963,139.18439,1244
85.486244,-42.173355,-8.162232,1245
25.20883,-94.486946,23.036955,1246
55.06169,-120.27462,-53.773937,1247
-142.83978,-19.106113,0.997103,1248
131.35355,72.21232,70.333015,1249
-270.65527,131.71255,188.27625,1250
129.05544,-15.441503,-19.963573,1251
-249.70222,119.17464,171.41457,1252
-85.58647,-144.87263,56.07548,1253
69.757225,-135.94539,45.259827,1254
-165.82977,148.39854,97.82052,1255
-35.010094,-98.330864,-91.2791,1256
-14.3858795,-83.34418,36.05698,1257
-222.06317,202.11826,95.09151,1258
-133.19344,25.020298,58.104286,1259
-94.48561,20.208784,8.558684,1260
47.893547,-187.75803,21.926262,1261
96.313416,71.31734,-3.5658832,1262
191.20593,207.19261,32.036385,1263
6.785666,31.470303,143.63713,1264
85.514626,290.89978,142.00847,1265
-156.66676,-46.96806,134.88307,1266
-167.1837,84.08522,71.84224,1267
-73.42949,20.012062,72.297646,1268
147.39821,-51.62667,15.293813,1269
-57.798016,29.516514,34.342663,1270
-90.45703,30.012312,-59.865612,1271
46.652428,-159.8182,94.00842,1272
-25.903168,17.462503,153.46317,1273
160.8158,-24.188547,53.567593,1274
-76.79275,-56.05584,77.11322,1275
104.80254,-96.74585,101.00819,1276
-94.52029,57.603077,-141.55707,1277
73.576744,-146.04163,-11.784647,1278
-217.16132,-20.7959,52.470627,1279
97.59633,182.97153,-3.282164,1280
32.045162,82.29223,-106.08319,1281
-42.973812,-65.04289,102.71531,1282
6.9550977,-24.732006,21.969543,1283
35.66412,32.751232,-39.186726,1284
-94.36234,-25.188557,16.877794,1285
158.12383,18.704674,141.2433,1286
133.70358,-77.30904,-33.27259,1287
-51.029087,-85.33837,102.84447,1288
-207.24701,318.5836,54.506374,1289
-144.70425,165.38217,-10.597306,1290
-4.891876,-109.037254,58.969616,1291
184.11417,203.13904,54.391594,1292
110.69553,9.753482,52.590454,1293
50.37909,-15.79752,29.637777,1294
119.02121,153.17433,239.23654,1295
125.36564,-89.54801,82.855545,1296
29.28702,142.86783,100.159195,1297
-136.24023,123.21,174.09132,1298
253.84207,129.66406,209.74933,1299
84.005646,151.17738,75.66847,1300
-16.404099,-9.511425,-120.455894,1301
-102.4323,56.829803,22.89817,1302
-2.5502605,45.854767,86.714195,1303
141.64116,-119.26968,41.937008,1304
-218.86949,-17.164944,79.19003,1305
104.3543,-128.78532,75.756805,1306
39.545357,72.64667,203.90825,1307
139.52757,44.7525,63.962433,1308
89.00794,203.75328,146.54999,1309
6.405586,-37.18031,103.88913,1310
-195.25363,176.88339,-124.99647,1311
19.762749,-105.739655,-100.572754,1312
-7.914179,10.191206,-53.362053,1313
